ID RMU,Nume,Universitate,ID Universitate,EsteScoalaDoctorala,An
1382,Facultatea de Științe Aplicate,"Universitatea ""Danubius"" din Galaţi",75,0,2020
1385,Facultatea de Economie și Administrarea Afacerilor,"Universitatea Creştină ""Dimitrie Cantemir"" din Bucureşti",57,0,2020
1391,Facultatea de Drept,Academia de Studii Economice din Bucureşti,7,0,2020
1379,"Școala doctorală Didactica. Tradiție, Dezvoltare, Inovație","Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1376,Şcoala Doctorală Interdisciplinară,Universitatea din Bucureşti,5,1,2020
1375,Școala Doctorală în Știința Sportului și Educației Fizice,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1372,Școala Doctorală Interdisciplinară,"Universitatea ""Aurel Vlaicu"" din Arad",14,1,2020
1369,Școala doctorală de Științe biomedicale,"Universitatea ""Dunărea de Jos"" din Galaţi",28,1,2020
1366,Facultatea de Informatică,"Universitatea ""Bioterra"" din Bucureşti",63,0,2020
1363,Facultatea de Medicină în Limba Engleză,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,0,2020
1359,Școala Doctorală Medicină Dentară,"Universitatea de Medicină şi Farmacie ""Victor Babeş"" din Timişoara",49,1,2020
1354,Școala Doctorală a Universității Tehnice din Cluj-Napoca,Universitatea Tehnică din Cluj-Napoca,18,1,2020
1353,Şcoala doctorală de matematică,"Universitatea ""Ovidius"" din Constanţa",24,1,2020
1348,Școala Doctorală de Geoștiințe,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1345,Școala Doctorală de Chimie,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1342,Școala Doctorală de Biologie,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1336,Școala doctorală Ingineria sistemelor de apărare și securitate,"Academia Tehnică Militară ""Ferdinand I"" din București",50,1,2020
1331,Facultatea de Comunicații și Sisteme Electronice pentru Apărare și Securitate,"Academia Tehnică Militară ""Ferdinand I"" din București",50,0,2020
1328,Facultatea de Sisteme Informatice și Securitate Cibernetică,"Academia Tehnică Militară ""Ferdinand I"" din București",50,0,2020
1325,"Facultatea de Sisteme Integrate de Armament, Geniu și Mecatronică","Academia Tehnică Militară ""Ferdinand I"" din București",50,0,2020
1322,Facultatea de Aeronave și Autovehicule Militare,"Academia Tehnică Militară ""Ferdinand I"" din București",50,0,2020
1319,Școala doctorală de Inginerie mecanică și industrială,"Universitatea ""Dunărea de Jos"" din Galaţi",28,1,2020
1316,Școala doctorală de Științe fundamentale și inginerești,"Universitatea ""Dunărea de Jos"" din Galaţi",28,1,2020
1313,"Școala doctorală Religie, Cultură, Societate","Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1309,Departamentul de Formare Continuă și Transfer Tehnologic,"Universitatea ""Dunărea de Jos"" din Galaţi",28,0,2020
1308,"Departamentul pentru Educație Continuă, Învățământ la Distanță și cu Frecvență Redusă",Universitatea Tehnică din Cluj-Napoca,18,0,2020
1307,Facultatea de Sisteme de Securitate Aeriană,"Academia Forţelor Aeriene ""Henri Coandă"" din Braşov",54,0,2020
1304,Facultatea de Ştiinţe Economice şi Administrative,"Academia Forţelor Terestre ""Nicolae Bălcescu"" din Sibiu",56,0,2020
1301,Facultatea de Asistenţă Medicală Generală,"Universitatea ""Bioterra"" din Bucureşti",63,0,2020
1298,"Facultatea de Educaţie Fizică, Sport şi Kinetoterapie",Universitatea Româno-Americană din Bucureşti,60,0,2020
1295,Facultatea de Medicină Dentară,"Universitatea ""Dimitrie Cantemir"" din Târgu Mureş",81,0,2020
1292,Facultatea de Balneofiziokinetoterapie şi Recuperare Medicală,"Universitatea ""Dimitrie Cantemir"" din Târgu Mureş",81,0,2020
1289,Şcoala Normală Superioară - Bucureşti (S.N.S.B),Şcoala Normală Superioară - Bucureşti (S.N.S.B),506,0,2020
1283,"Facultatea de Ştiinţe ale Educaţiei, Drept şi Administraţie Publică","Universitatea ""Constantin Brâncuşi"" din Târgu Jiu",42,0,2020
1280,"Facultatea de Psihologie, Ştiinţele Educaţiei şi Asistenţă Socială","Universitatea ""Petre Andrei"" din Iaşi",87,0,2020
1274,Facultatea de Asistenţă Medicală - Târgu Jiu,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,0,2020
1268,IOSUD – Şcoala doctorală de Medicină,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,1,2020
1265,Drept,Academia de Studii Economice din Bucureşti,7,1,2020
1263,Facultatea de Inginerie și Informatică,"Universitatea ""Spiru Haret"" din Bucureşti",62,0,2020
1260,"Facultatea de Științe, Educație Fizică și Informatică",Universitatea din Piteşti,36,0,2020
1257,Facultatea de Științe Economice și Drept,Universitatea din Piteşti,36,0,2020
1254,"Facultatea de Științe ale Educației, Științe Sociale și Psihologie",Universitatea din Piteşti,36,0,2020
1251,"Facultatea de Teologie, Litere, Istorie și Arte",Universitatea din Piteşti,36,0,2020
1248,Facultatea de Drept și Științe Administrative,"Universitatea ""Ştefan cel Mare"" din Suceava",40,0,2020
1245,Facultatea de Jurnalism,"Universitatea ""Hyperion"" din Bucureşti",61,0,2020
1242,Facultatea de Psihologie și Științe ale Educației,"Universitatea ""Hyperion"" din Bucureşti",61,0,2020
1239,Facultatea de Litere și Arte,"Universitatea Creştină ""Partium"" din Oradea",86,0,2020
1236,Facultatea de Științe Economice și Sociale,"Universitatea Creştină ""Partium"" din Oradea",86,0,2020
1233,Economie I,Academia de Studii Economice din Bucureşti,7,1,2020
1230,Economie II,Academia de Studii Economice din Bucureşti,7,1,2020
1227,Şcoala Doctorală Urbanism,"Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucureşti",3,1,2020
1224,"Școala Doctorală Comunicare, Relaţii Publice şi Publicitate","Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1221,Școala Doctorală Studii de populaţie şi istorie a minorităţilor,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1218,Şcoala Doctorală Inginerie Mecanică,Universitatea din Piteşti,36,1,2020
1215,Şcoala Doctorală Matematică,Universitatea din Piteşti,36,1,2020
1212,Şcoala Doctorală Biologie,Universitatea din Piteşti,36,1,2020
1209,Şcoala Doctorală de Teologie,Institutul Teologic Protestant din Cluj-Napoca,91,1,2020
1206,Școala doctorală de Muzică,Universitatea de Vest din Timişoara,48,1,2020
1204,Școala Doctorală de Știinte Economice,Universitatea din Craiova,26,1,2020
1203,Școala Doctorală a Facultății de Drept,Universitatea din Craiova,26,1,2020
1202,"Școala Doctorală de Teologie Ortodoxă ""Sfântul Nicodim""",Universitatea din Craiova,26,1,2020
1201,"Școala Doctorală ""Alexandru Piru"" a Facultății de Litere",Universitatea din Craiova,26,1,2020
1200,Școala Doctorală de Inginerie a Resurselor Animale si Vegetale,Universitatea din Craiova,26,1,2020
1199,"Școala Doctorală ""Academician Radu Voinea"" a Facultății de Mecanică",Universitatea din Craiova,26,1,2020
1198,Școala Doctorală de Inginerie Electrică și Energetică,Universitatea din Craiova,26,1,2020
1197,"Școala Doctorală ""Constantin Belea"" a Facultății de Automatică, Calculatoare și Electronică",Universitatea din Craiova,26,1,2020
1196,Inginerie navală și navigație,Universitatea Maritimă din Constanţa,25,1,2020
1195,Școala doctorală Psihologie cognitivă aplicată,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1194,Școala doctorală Psihodiagnostic și intervenţii psihologice validate științific,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1193,Școala Doctorală de Teologie,"Universitatea ""1 decembrie 1918"" din Alba Iulia",13,1,2020
1182,Școala doctorală UTCB,Universitatea Tehnică de Construcţii din Bucureşti,2,1,2020
1181,Mecanica,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1180,Stiinta si Ingineria Materialelor,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1178,Design Industrial și Managementul Afacerilor,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1177,Constructii de Masini si Management Industrial,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1176,"Electronica, Telecomunicatii si Tehnologia Informatiei","Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1175,"Inginerie Electrica, Energetica si Informatica Aplicata","Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1174,"Hidrotehnica, Geodezie si Ingineria Mediului","Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1173,Constructii si Instalatii,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1172,Automatica si Calculatoare,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1171,Inginerie Chimica si Protectia Mediului 'Cristofor Simionescu',"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,1,2020
1170,Școala doctorală din Universitatea Națională de Muzică din București,Universitatea Naţională de Muzică din Bucureşti,8,1,2020
1169,Şcoala doctorală Universitatea Națională de Educație Fizică și Sport din București,Universitatea Naţională de Educaţie Fizică şi Sport din Bucureşti,11,1,2020
1168,Universitatea Națională de Arte din București - Studii doctorale,Universitatea Naţională de Arte din Bucureşti,9,1,2020
1167,Şcoala doctorală Universitatea Națională de Artă Teatrală și Cinematografică ”I.L.Caragiale” din București,"Universitatea Naţională de Artă Teatrală şi Cinematografică ""I. L. Caragiale"" din Bucureşti",10,1,2020
1166,Şcoala doctorală Universitatea Națională de Apărare ”Carol I” din București,"Universitatea Naţională de Apărare ""Carol I"" din Bucureşti",51,1,2020
1165,Inginerie mecanică și mecatronică,Universitatea Maritimă din Constanţa,25,1,2020
1164,Şcoala Doctorală Ştiinţa Sportului şi Educaţiei Fizice,Universitatea din Piteşti,36,1,2020
1163,Şcoala Doctorală Interdisciplinară,Universitatea din Piteşti,36,1,2020
1162,Şcoala Doctorală Autovehicule,Universitatea din Piteşti,36,1,2020
1161,Şcoala Doctorală de Informatică,Universitatea din Piteşti,36,1,2020
1160,Şcoala Doctorală de Filologie,Universitatea din Piteşti,36,1,2020
1159,Şcoala doctorală  a Universității din Petroșani,Universitatea din Petroşani,35,1,2020
1158,Şcoală doctorală de ştiinţe inginereşti,Universitatea din Oradea,34,1,2020
1157,Şcoală doctorală de ştiinţe biomedicale,Universitatea din Oradea,34,1,2020
1156,Şcoala doctorală de ştiinţe economice,Universitatea din Oradea,34,1,2020
1155,Şcoala doctorală de sociologie,Universitatea din Oradea,34,1,2020
1154,Şcoala Doctorală de Istorie,Universitatea din Oradea,34,1,2020
1153,Şcoala doctorală de geografie,Universitatea din Oradea,34,1,2020
1152,Şcoala doctorală de filologie,Universitatea din Oradea,34,1,2020
1151,Școala Doctorală de Științe Sociale și Umaniste,Universitatea din Craiova,26,1,2020
1149,Școala Doctorală de Științe,Universitatea din Craiova,26,1,2020
1148,Şcolii Doctorale de Studii Universitare Doctorale în Domeniul Ecologie,Universitatea din Bucureşti,5,1,2020
1147,Şcoala Doctorală pentru domeniul Științe ale comunicării,Universitatea din Bucureşti,5,1,2020
1146,Şcoala Doctorală pentru domeniul Sociologie,Universitatea din Bucureşti,5,1,2020
1145,Şcoala Doctorală pentru domeniul Matematică,Universitatea din Bucureşti,5,1,2020
1144,Şcoala Doctorală pentru domeniul Istorie,Universitatea din Bucureşti,5,1,2020
1143,Şcoala Doctorală pentru domeniul Informatică,Universitatea din Bucureşti,5,1,2020
1142,Şcoala Doctorală pentru domeniul Geologie,Universitatea din Bucureşti,5,1,2020
1141,Şcoala Doctorală pentru domeniul Filosofie,Universitatea din Bucureşti,5,1,2020
1140,Şcoala Doctorală pentru domeniile Psihologie şi Ştiinţe ale Educaţiei,Universitatea din Bucureşti,5,1,2020
1139,Şcoala Doctorală în Chimie,Universitatea din Bucureşti,5,1,2020
1137,"Şcoala Doctorală ""Teologie şi Studii Religioase"" - Facultatea de Teologie Romano-Catolică și Facultatea de Teologie Baptistă",Universitatea din Bucureşti,5,1,2020
1136,Şcoala Doctorală din cadrul Facultăţii de Teologie Ortodoxă,Universitatea din Bucureşti,5,1,2020
1135,"Şcoala Doctorală ""Studii literare şi culturale""- Facultatea de Limbi şi Literaturi Străine",Universitatea din Bucureşti,5,1,2020
1134,"Şcoala Doctorală ""Limbi şi identităţi culturale""",Universitatea din Bucureşti,5,1,2020
1133,"Şcoala Doctorală""Spaţiu, imagine, text, teritoriu"" - Facultatea de Litere",Universitatea din Bucureşti,5,1,2020
1132,Şcoala Doctorală din cadrul Facultăţii de Litere,Universitatea din Bucureşti,5,1,2020
1131,Şcoala Doctorală de Ştiinţă Politică,Universitatea din Bucureşti,5,1,2020
1130,Şcoala Doctorală de Fizică,Universitatea din Bucureşti,5,1,2020
1129,Şcoala Doctorală de Biologie,Universitatea din Bucureşti,5,1,2020
1128,Şcoala Doctorală « Simion Mehedinţi-Natura şi dezvoltare durabilă » pentru domeniul Geografie,Universitatea din Bucureşti,5,1,2020
1127,Şcoala Doctorală - Drept,Universitatea din Bucureşti,5,1,2020
1126,Școala doctorală de Psihologie,Universitatea de Vest din Timişoara,48,1,2020
1125,Şcoala doctorală de ştiinţe umaniste,Universitatea de Vest din Timişoara,48,1,2020
1124,"Școala doctorală de Sociologie, Filosofie și Științe Politice",Universitatea de Vest din Timişoara,48,1,2020
1123,Şcoala doctorală de matematică,Universitatea de Vest din Timişoara,48,1,2020
1122,Şcoala doctorală de informatică,Universitatea de Vest din Timişoara,48,1,2020
1121,Şcoala doctorală de geografie,Universitatea de Vest din Timişoara,48,1,2020
1120,Şcoala doctorală de fizică,Universitatea de Vest din Timişoara,48,1,2020
1119,Şcoala doctorală de drept,Universitatea de Vest din Timişoara,48,1,2020
1118,Şcoala doctorală de chimie,Universitatea de Vest din Timişoara,48,1,2020
1117,Şcoala doctorală de arte,Universitatea de Vest din Timişoara,48,1,2020
1116,Şcoala doctorală a Facultăţii de Economie şi administrarea afacerilor,Universitatea de Vest din Timişoara,48,1,2020
1115,Şcoală Doctorală de Medicină,"Universitatea de Vest ""Vasile Goldiş"" din Arad",70,1,2020
1114,Şcoală Doctorală de Biologie,"Universitatea de Vest ""Vasile Goldiş"" din Arad",70,1,2020
1113,Şcoala doctorală Ingineria şi managementul resurselor vegetale şi animale,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,1,2020
1112,Şcoala doctorală de Medicină veterinară,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,1,2020
1111,Școala doctorală de medicină veterinară,"Universitatea de Ştiinţe Agricole şi Medicină Veterinară a Banatului ""Regele Mihai I al României"" din Timişoara",47,1,2020
1110,Școala doctorală de Ingineria Resurselor Vegetale și Animale,"Universitatea de Ştiinţe Agricole şi Medicină Veterinară a Banatului ""Regele Mihai I al României"" din Timişoara",47,1,2020
1109,Şcoala doctorală de medicină veterinară,"Universitatea de Ştiinţe Agricole şi Medicină Veterinară ""Ion Ionescu de La Brad"" din Iaşi",30,1,2020
1108,Şcoala doctorală de Științe inginerești,"Universitatea de Ştiinţe Agricole şi Medicină Veterinară ""Ion Ionescu de La Brad"" din Iaşi",30,1,2020
1107,Şcoala doctorală de ştiinţe agricole inginereşti,Universitatea de Ştiinţe Agricole şi Medicină Veterinară din Cluj-Napoca,19,1,2020
1106,Şcoala doctorală de medicină veterinară,Universitatea de Ştiinţe Agricole şi Medicină Veterinară din Cluj-Napoca,19,1,2020
1105,Şcoala doctorală a IOSUD din cadrul Universităţii de Medicină și Farmacie din Târgu Mureș,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,1,2020
1104,Școala doctorală a Universității de Medicină și Farmacie din Craiova,Universitatea de Medicină şi Farmacie din Craiova,27,1,2020
1103,Școala Doctorală Medicină - Farmacie,"Universitatea de Medicină şi Farmacie ""Victor Babeş"" din Timişoara",49,1,2020
1102,Şcoala doctorală a Universităţii  de Medicină și Farmacie ”Iuliu Hațieganu” din Cluj-Napoca,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,1,2020
1101,Școala doctorală Universitatea de Medicină şi Farmacie „Grigore T. Popa” – Iaşi,"Universitatea de Medicină şi Farmacie ""Grigore T. Popa"" din Iaşi",32,1,2020
1100,"Școala doctorală UMF ""Carol Davila""","Universitatea de Medicină şi Farmacie ""Carol Davila"" din Bucureşti",6,1,2020
1099,Şcoala doctorală a Universităţii de Arte din Târgu Mureș,Universitatea de Arte din Târgu Mureş,45,1,2020
1098,Şcoala doctorală Teatru,"Universitatea Naţională de Arte ""George Enescu"" din Iaşi",33,1,2020
1097,Şcoala doctorală Muzică,"Universitatea Naţională de Arte ""George Enescu"" din Iaşi",33,1,2020
1096,Şcoala doctorală Arte vizuale,"Universitatea Naţională de Arte ""George Enescu"" din Iaşi",33,1,2020
1095,Scoala Doctorala a Universitatii de Arta si Design din Cluj-Napoca,Universitatea de Artă şi Design din Cluj-Napoca,23,1,2020
1094,"Scoala doctorala ""Spatiu,  Imagine, Text, Teritoriu""","Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucureşti",3,1,2020
1092,Şcoală de studii doctorale,"Universitatea ""Vasile Alecsandri"" din Bacău",15,1,2020
1091,Şcoala Doctorală de Ştiinţe Inginereşti,"Universitatea ""Valahia"" din Târgovişte",41,1,2020
1090,Şcoala Doctorală de Ştiinţe Economice şi Umaniste,"Universitatea ""Valahia"" din Târgovişte",41,1,2020
1089,Școala doctorală interdisciplinară,"Universitatea ""Transilvania"" din Braşov",17,1,2020
1088,IOSUD – Şcoala doctorală de Medicină Dentară,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,1,2020
1087,IOSUD – Şcoala doctorală de Drept,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,1,2020
1086,Școala doctorală de științe socio-umane,"Universitatea ""Ştefan cel Mare"" din Suceava",40,1,2020
1085,Şcoala doctorală de ştiinţe aplicate şi inginereşti,"Universitatea ""Ştefan cel Mare"" din Suceava",40,1,2020
1084,Şcoala Doctorală de Studii Inginereşti,Universitatea Politehnica Timişoara,46,1,2020
1083,Ingineria și Aplicațiile Laserilor Acceleratorilor,Universitatea Politehnica din Bucureşti,1,1,2020
1082,Transporturi,Universitatea Politehnica din Bucureşti,1,1,2020
1081,Ingineria Sistemelor Biotehnice,Universitatea Politehnica din Bucureşti,1,1,2020
1080,Inginerie Mecanică și Mecatronică,Universitatea Politehnica din Bucureşti,1,1,2020
1079,Știința și Ingineria Materialelor,Universitatea Politehnica din Bucureşti,1,1,2020
1078,"Antreprenoriat, Ingineria și Managementul Afacerilor",Universitatea Politehnica din Bucureşti,1,1,2020
1077,Ingineria și Managementul Sistemelor Tehnologice,Universitatea Politehnica din Bucureşti,1,1,2020
1076,Energetică,Universitatea Politehnica din Bucureşti,1,1,2020
1075,Chimie Aplicată și Știința Materialelor,Universitatea Politehnica din Bucureşti,1,1,2020
1074,Inginerie Aerospațială,Universitatea Politehnica din Bucureşti,1,1,2020
1073,Științe Aplicate,Universitatea Politehnica din Bucureşti,1,1,2020
1072,Inginerie Electrică,Universitatea Politehnica din Bucureşti,1,1,2020
1071,"Electronică, Telecomunicații și Tehnologia Informației",Universitatea Politehnica din Bucureşti,1,1,2020
1070,Automatică și Calculatoare,Universitatea Politehnica din Bucureşti,1,1,2020
1069,"Școala Doctorală de  Litere, Științe Umaniste și Aplicate","Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,1,2020
1068,Şcoala doctorală a Universităţii ”Petrol-Gaze” din Ploiești,Universitatea Petrol-Gaze din Ploieşti,37,1,2020
1067,Şcoala doctorală de teologie,"Universitatea ""Ovidius"" din Constanţa",24,1,2020
1066,Şcoala doctorală de ştiinţe umaniste,"Universitatea ""Ovidius"" din Constanţa",24,1,2020
1065,Şcoala doctorală de ştiinţe aplicate,"Universitatea ""Ovidius"" din Constanţa",24,1,2020
1064,Şcoala doctorală de medicină,"Universitatea ""Ovidius"" din Constanţa",24,1,2020
1063,Şcoala doctorală interdisciplinară a Universităţii ”Lucian Blaga” din Sibiu,"Universitatea ""Lucian Blaga"" din Sibiu",39,1,2020
1062,Școala doctorală de inginerie,"Universitatea ""Eftimie Murgu"" din Reşiţa",38,1,2020
1061,Şcoala doctorală de Știinţe socio-umane,"Universitatea ""Dunărea de Jos"" din Galaţi",28,1,2020
1059,Şcoala doctorală Ecumene,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1058,Şcoala doctorală Teologie ortodoxă Isidor Todoran,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1057,Şcoala doctorală Teatru şi film,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1056,Şcoala doctorală Administraţie şi politici publice,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1055,Şcoala doctorală Știința mediului,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1054,Şcoala doctorală studii de hungarologie,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1053,Şcoala doctorală Studii lingvistice şi literare,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1052,Şcoala doctorală Sociologie,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1051,Şcoala doctorală Matematică şi Informatică,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1050,"Şcoala doctorală Istorie, civilizaţie cultură","Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1049,Şcoala doctorală Inginerie chimică,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1048,Şcoala doctorală Geologie,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1047,Şcoala doctorală Geografie,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1046,Şcoala doctorală Fizică,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1045,Şcoala doctorală Paradigma europeană,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1044,Şcoala doctorală Filosofie,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1043,"Şcoala doctorală educaţie, reflecţie, dezvoltare","Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1042,Şcoala doctorală Educație fizică și sport,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1041,Şcoala doctorală Drept,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1040,Şcoala doctorală ştiinţe politice şi ale comunicării,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1039,Şcoala doctorală Chimie,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1038,Şcoala doctorală Biologie integrativă,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1037,Şcoala doctorală  Ştiinţe economice şi gestiunea afacerilor,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1036,Şcoala doctorală  relaţii internaţionale şi studii de securitate,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,1,2020
1033,Școala Doctorală de Teologie Ortodoxă,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1032,Școala Doctorală de Studii Filologice,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1031,Școala Doctorală de Psihologie și Științe ale Educației,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1030,Școala Doctorală de Matematică,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1029,Școala Doctorală de Istorie,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1028,Școala Doctorală de Informatică,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1027,Școala Doctorală de Fizică,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1026,Școala Doctorală de Filosofie și Științe Social-Politice,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1025,Școala Doctorală de Economie și Administrarea Afacerilor,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1024,Școala Doctorală de Drept,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,1,2020
1022,Şcoala Doctorală de Istorie,"Universitatea ""1 decembrie 1918"" din Alba Iulia",13,1,2020
1021,Şcoala Doctorală de Filologie,"Universitatea ""1 decembrie 1918"" din Alba Iulia",13,1,2020
1020,Şcoala Doctorală de Contabilitate,"Universitatea ""1 decembrie 1918"" din Alba Iulia",13,1,2020
1019,Şcoala Doctorală Drept,"Universitatea ""Nicolae Titulescu"" din Bucureşti",59,1,2020
1018,Şcoala doctorală multidisciplinară a SNSPA,Şcoala Naţională de Studii Politice şi Administrative din Bucureşti,12,1,2020
1014,„Şcoala de Studii Avansate a Academiei Române” (SCOSAAR),Academia Romana,500,1,2020
1013,Școala Doctorală Informaţii și Securitate Naţională,"Academia Naţională de Informaţii ""Mihai Viteazul"" din Bucureşti",52,1,2020
1012,Marketing,Academia de Studii Economice din Bucureşti,7,1,2020
1011,Management,Academia de Studii Economice din Bucureşti,7,1,2020
1010,Informatică economică,Academia de Studii Economice din Bucureşti,7,1,2020
1009,Finanțe,Academia de Studii Economice din Bucureşti,7,1,2020
1008,Economie și afaceri internaționale,Academia de Studii Economice din Bucureşti,7,1,2020
1006,Contabilitate,Academia de Studii Economice din Bucureşti,7,1,2020
1005,Cibernetică și statistică economică,Academia de Studii Economice din Bucureşti,7,1,2020
1004,Administrarea afacerilor,Academia de Studii Economice din Bucureşti,7,1,2020
1003,Ordine publică și siguranță națională,"Academia de Poliţie ""Alexandru Ioan Cuza"" din Bucureşti",53,1,2020
1002,Drept,"Academia de Poliţie ""Alexandru Ioan Cuza"" din Bucureşti",53,1,2020
1001,Şcoala doctorală  ”Sigismund Toduţă”,"Academia de Muzică ""Gheorghe Dima"" din Cluj-Napoca",22,1,2020
